date,Porcentagem de varejo e recreação em relação à baseline,Porcentagem de compras de supermercado e farmácia em relação à baseline,Porcentagem de pessoas no parque em relação à baseline,Porcentagem do uso de estações de trânsito em relação à baseline,Porcentagem do uso dos locais de trabalho alterados em relação à baseline,Mudança percentual residencial em relação à baseline
2020-03-21,-63.0,-16.0,-66.0,-50.0,-30.0,16.0
2020-03-22,-72.0,-33.0,-75.0,-60.0,-34.0,17.0
2020-03-23,-65.0,-26.0,-61.0,-58.0,-42.0,20.0
2020-03-24,-71.0,-33.0,-62.0,-63.0,-51.0,22.0
2020-03-25,-69.0,-32.0,-57.0,-63.0,-52.0,23.0
2020-03-26,-69.0,-29.0,-54.0,-62.0,-50.0,22.0
2020-03-27,-67.0,-26.0,-56.0,-60.0,-48.0,23.0
2020-03-28,-70.0,-27.0,-64.0,-59.0,-41.0,19.0
2020-03-29,-71.0,-35.0,-70.0,-62.0,-34.0,17.0
2020-03-30,-62.0,-26.0,-55.0,-59.0,-43.0,20.0
2020-03-31,-60.0,-21.0,-53.0,-58.0,-45.0,19.0
2020-04-01,-58.0,-19.0,-48.0,-57.0,-45.0,20.0
2020-04-02,-59.0,-17.0,-48.0,-57.0,-45.0,20.0
2020-04-03,-60.0,-14.0,-52.0,-55.0,-42.0,20.0
2020-04-04,-63.0,-13.0,-60.0,-53.0,-35.0,16.0
2020-04-05,-67.0,-24.0,-66.0,-57.0,-30.0,15.0
2020-04-06,-56.0,-14.0,-53.0,-53.0,-38.0,18.0
2020-04-07,-53.0,-8.0,-50.0,-53.0,-40.0,17.0
2020-04-08,-52.0,-7.0,-46.0,-52.0,-40.0,18.0
2020-04-09,-49.0,11.0,-40.0,-49.0,-41.0,16.0
2020-04-10,-76.0,-38.0,-58.0,-69.0,-72.0,27.0
2020-04-11,-59.0,-5.0,-59.0,-52.0,-36.0,16.0
2020-04-12,-67.0,-25.0,-67.0,-55.0,-26.0,13.0
2020-04-13,-54.0,-19.0,-52.0,-53.0,-35.0,17.0
2020-04-14,-56.0,-20.0,-54.0,-55.0,-39.0,18.0
2020-04-15,-54.0,-17.0,-47.0,-53.0,-38.0,18.0
2020-04-16,-56.0,-14.0,-46.0,-53.0,-38.0,18.0
2020-04-17,-55.0,-11.0,-50.0,-51.0,-36.0,19.0
2020-04-18,-61.0,-15.0,-59.0,-50.0,-28.0,15.0
2020-04-19,-67.0,-23.0,-64.0,-56.0,-25.0,14.0
2020-04-20,-53.0,-11.0,-47.0,-53.0,-39.0,17.0
2020-04-21,-71.0,-37.0,-51.0,-68.0,-67.0,23.0
2020-04-22,-53.0,-15.0,-45.0,-51.0,-34.0,17.0
2020-04-23,-56.0,-17.0,-44.0,-54.0,-36.0,18.0
2020-04-24,-55.0,-14.0,-48.0,-50.0,-32.0,18.0
2020-04-25,-59.0,-14.0,-55.0,-48.0,-25.0,15.0
2020-04-26,-65.0,-22.0,-61.0,-54.0,-23.0,14.0
2020-04-27,-54.0,-19.0,-50.0,-51.0,-30.0,17.0
2020-04-28,-53.0,-16.0,-48.0,-50.0,-33.0,13.0
2020-04-29,-52.0,-15.0,-43.0,-50.0,-32.0,17.0
2020-04-30,-48.0,3.0,-37.0,-46.0,-31.0,14.0
2020-05-01,-71.0,-33.0,-49.0,-66.0,-66.0,25.0
2020-05-02,-57.0,-7.0,-54.0,-50.0,-27.0,15.0
2020-05-03,-65.0,-21.0,-62.0,-54.0,-21.0,13.0
2020-05-04,-50.0,-10.0,-48.0,-48.0,-27.0,15.0
2020-05-05,-50.0,-7.0,-47.0,-48.0,-31.0,16.0
2020-05-06,-49.0,-6.0,-44.0,-48.0,-31.0,16.0
2020-05-07,-48.0,1.0,-43.0,-47.0,-31.0,16.0
2020-05-08,-46.0,7.0,-43.0,-43.0,-28.0,16.0
2020-05-09,-47.0,10.0,-52.0,-40.0,-19.0,13.0
2020-05-10,-59.0,-4.0,-62.0,-45.0,-5.0,10.0
2020-05-11,-49.0,-11.0,-47.0,-47.0,-27.0,16.0
2020-05-12,-51.0,-11.0,-49.0,-48.0,-31.0,16.0
2020-05-13,-51.0,-14.0,-46.0,-49.0,-31.0,17.0
2020-05-14,-52.0,-12.0,-46.0,-49.0,-31.0,16.0
2020-05-15,-52.0,-7.0,-49.0,-48.0,-29.0,18.0
2020-05-16,-55.0,-8.0,-56.0,-46.0,-21.0,15.0
2020-05-17,-63.0,-17.0,-61.0,-52.0,-16.0,14.0
2020-05-18,-50.0,-13.0,-48.0,-48.0,-26.0,16.0
2020-05-19,-51.0,-13.0,-48.0,-48.0,-29.0,16.0
2020-05-20,-50.0,-8.0,-43.0,-49.0,-31.0,17.0
2020-05-21,-51.0,-7.0,-43.0,-49.0,-31.0,17.0
2020-05-22,-52.0,-6.0,-49.0,-47.0,-28.0,17.0
2020-05-23,-56.0,-7.0,-60.0,-47.0,-20.0,15.0
2020-05-24,-66.0,-18.0,-67.0,-54.0,-17.0,14.0
2020-05-25,-53.0,-12.0,-50.0,-52.0,-34.0,18.0
2020-05-26,-50.0,-9.0,-49.0,-47.0,-28.0,16.0
2020-05-27,-48.0,-8.0,-43.0,-46.0,-27.0,16.0
2020-05-28,-48.0,-4.0,-42.0,-45.0,-27.0,16.0
2020-05-29,-47.0,3.0,-43.0,-42.0,-24.0,16.0
