date,Porcentagem de varejo e recreação em relação à baseline,Porcentagem de compras de supermercado e farmácia em relação à baseline,Porcentagem de pessoas no parque em relação à baseline,Porcentagem do uso de estações de trânsito em relação à baseline,Porcentagem do uso dos locais de trabalho alterados em relação à baseline,Mudança percentual residencial em relação à baseline
2020-02-15,5.0,5.0,3.0,7.0,5.0,0.0
2020-02-16,4.0,4.0,-12.0,3.0,-1.0,2.0
2020-02-17,-2.0,3.0,-4.0,7.0,19.0,0.0
2020-02-18,1.0,3.0,0.0,4.0,17.0,0.0
2020-02-19,3.0,2.0,6.0,8.0,18.0,-1.0
2020-02-20,-1.0,4.0,6.0,3.0,13.0,-1.0
2020-02-21,3.0,18.0,32.0,9.0,5.0,0.0
2020-02-22,-11.0,0.0,48.0,10.0,-17.0,1.0
2020-02-23,-5.0,9.0,47.0,4.0,-8.0,2.0
2020-02-24,-26.0,-16.0,118.0,-25.0,-56.0,9.0
2020-02-25,-30.0,-35.0,104.0,-29.0,-63.0,7.0
2020-02-26,-21.0,-16.0,19.0,-20.0,-38.0,5.0
2020-02-27,-9.0,0.0,-8.0,-2.0,8.0,1.0
2020-02-28,-7.0,1.0,-16.0,0.0,11.0,2.0
2020-02-29,-4.0,5.0,-21.0,-1.0,2.0,4.0
2020-03-01,-7.0,4.0,-34.0,-4.0,-3.0,5.0
2020-03-02,-5.0,5.0,-12.0,7.0,20.0,0.0
2020-03-03,-3.0,4.0,-11.0,6.0,17.0,0.0
2020-03-04,-2.0,3.0,-8.0,9.0,18.0,0.0
2020-03-05,6.0,11.0,0.0,12.0,18.0,-3.0
2020-03-06,-18.0,-7.0,-10.0,-20.0,-39.0,10.0
2020-03-07,1.0,8.0,-16.0,0.0,0.0,3.0
2020-03-08,4.0,4.0,-22.0,-1.0,0.0,3.0
2020-03-09,0.0,8.0,-4.0,10.0,20.0,-1.0
2020-03-10,1.0,7.0,-7.0,9.0,19.0,-1.0
2020-03-11,-2.0,1.0,-6.0,10.0,18.0,-1.0
2020-03-12,-8.0,-1.0,-8.0,3.0,15.0,-1.0
2020-03-13,-5.0,1.0,-15.0,5.0,18.0,-1.0
2020-03-14,-4.0,7.0,-22.0,-1.0,4.0,2.0
2020-03-15,-17.0,3.0,-42.0,-14.0,-4.0,5.0
2020-03-16,-16.0,6.0,-24.0,-7.0,11.0,2.0
2020-03-17,-20.0,5.0,-28.0,-14.0,3.0,3.0
2020-03-18,-29.0,-2.0,-30.0,-21.0,-10.0,7.0
2020-03-19,-35.0,-4.0,-34.0,-28.0,-17.0,8.0
2020-03-20,-38.0,1.0,-44.0,-30.0,-19.0,9.0
2020-03-21,-61.0,-13.0,-60.0,-43.0,-27.0,12.0
2020-03-22,-75.0,-33.0,-73.0,-56.0,-36.0,15.0
2020-03-23,-72.0,-31.0,-60.0,-55.0,-46.0,18.0
2020-03-24,-73.0,-37.0,-60.0,-59.0,-52.0,18.0
2020-03-25,-72.0,-36.0,-59.0,-59.0,-52.0,19.0
2020-03-26,-71.0,-34.0,-56.0,-59.0,-51.0,18.0
