date,Porcentagem de varejo e recreação em relação à baseline,Porcentagem de compras de supermercado e farmácia em relação à baseline,Porcentagem de pessoas no parque em relação à baseline,Porcentagem do uso de estações de trânsito em relação à baseline,Porcentagem do uso dos locais de trabalho alterados em relação à baseline,Mudança percentual residencial em relação à baseline
2020-04-25,-61.0,-15.0,-45.0,-75.0,-30.0,13.0
2020-04-26,-69.0,-23.0,-54.0,-80.0,-25.0,14.0
2020-04-27,-57.0,-13.0,-39.0,-73.0,-40.0,17.0
2020-04-28,-57.0,-10.0,-42.0,-73.0,-41.0,14.0
2020-04-29,-62.0,-16.0,-43.0,-76.0,-46.0,18.0
2020-04-30,-53.0,0.0,-39.0,-64.0,-43.0,16.0
2020-05-01,-72.0,-24.0,-54.0,-75.0,-64.0,23.0
2020-05-02,-63.0,-13.0,-52.0,-75.0,-33.0,16.0
2020-05-03,-71.0,-22.0,-59.0,-79.0,-28.0,14.0
2020-05-04,-56.0,-7.0,-44.0,-66.0,-44.0,15.0
2020-05-05,-56.0,-4.0,-42.0,-74.0,-44.0,16.0
2020-05-06,-57.0,-3.0,-36.0,-65.0,-46.0,16.0
2020-05-07,-57.0,-6.0,-43.0,-70.0,-47.0,18.0
2020-05-08,-56.0,-1.0,-41.0,-63.0,-44.0,19.0
2020-05-09,-62.0,-5.0,-55.0,-77.0,-36.0,18.0
2020-05-10,-66.0,-7.0,-58.0,-76.0,-14.0,14.0
2020-05-11,-61.0,-15.0,-41.0,-71.0,-48.0,19.0
2020-05-12,-61.0,-13.0,-44.0,-77.0,-47.0,19.0
2020-05-13,-62.0,-16.0,-42.0,-71.0,-50.0,19.0
2020-05-14,-64.0,-20.0,-49.0,-71.0,-50.0,19.0
2020-05-15,-66.0,-15.0,-50.0,-69.0,-57.0,23.0
2020-05-16,-66.0,-17.0,-57.0,-77.0,-38.0,19.0
2020-05-17,-74.0,-21.0,-63.0,-79.0,-26.0,17.0
2020-05-18,-54.0,1.0,-40.0,-66.0,-45.0,17.0
2020-05-19,-78.0,-36.0,-61.0,-83.0,-56.0,22.0
2020-05-20,-80.0,-26.0,-56.0,-75.0,-58.0,22.0
2020-05-21,-79.0,-27.0,-59.0,-74.0,-57.0,22.0
2020-05-22,-78.0,-21.0,-59.0,-69.0,-54.0,22.0
2020-05-23,-81.0,-25.0,-64.0,-80.0,-42.0,19.0
2020-05-24,-83.0,-23.0,-63.0,-76.0,-29.0,17.0
2020-05-25,-77.0,-18.0,-50.0,-73.0,-52.0,20.0
2020-05-26,-77.0,-17.0,-56.0,-73.0,-50.0,20.0
2020-05-27,-76.0,-16.0,-50.0,-68.0,-52.0,19.0
2020-05-28,-76.0,-17.0,-53.0,-69.0,-51.0,21.0
2020-05-29,-72.0,-1.0,-45.0,-67.0,-47.0,21.0
