date,Porcentagem de varejo e recreação em relação à baseline,Porcentagem de compras de supermercado e farmácia em relação à baseline,Porcentagem de pessoas no parque em relação à baseline,Porcentagem do uso de estações de trânsito em relação à baseline,Porcentagem do uso dos locais de trabalho alterados em relação à baseline,Mudança percentual residencial em relação à baseline
2020-05-12,-48.0,-17.0,-57.0,-48.0,-23.0,16.0
2020-05-13,-43.0,-8.0,-46.0,-44.0,-22.0,16.0
2020-05-14,-41.0,-9.0,-39.0,-40.0,-21.0,14.0
2020-05-15,-39.0,-4.0,-43.0,-39.0,-20.0,15.0
2020-05-16,-41.0,-1.0,-47.0,-37.0,-13.0,13.0
2020-05-17,-56.0,-16.0,-54.0,-50.0,-11.0,14.0
2020-05-18,-37.0,-11.0,-38.0,-40.0,-17.0,14.0
2020-05-19,-39.0,-10.0,-38.0,-38.0,-18.0,14.0
2020-05-20,-38.0,-2.0,-28.0,-36.0,-18.0,13.0
2020-05-21,-48.0,-17.0,-51.0,-43.0,-23.0,17.0
2020-05-22,-43.0,-6.0,-54.0,-42.0,-21.0,16.0
2020-05-23,-48.0,-5.0,-64.0,-43.0,-14.0,15.0
2020-05-24,-63.0,-21.0,-73.0,-56.0,-14.0,16.0
2020-05-25,-36.0,-6.0,-43.0,-38.0,-18.0,15.0
2020-05-26,-41.0,-9.0,-43.0,-40.0,-20.0,14.0
2020-05-27,-37.0,-3.0,-32.0,-36.0,-16.0,14.0
2020-05-28,-38.0,-6.0,-34.0,-36.0,-17.0,14.0
2020-05-29,-33.0,3.0,-36.0,-33.0,-15.0,13.0
