date,Porcentagem de varejo e recreação em relação à baseline,Porcentagem de compras de supermercado e farmácia em relação à baseline,Porcentagem de pessoas no parque em relação à baseline,Porcentagem do uso de estações de trânsito em relação à baseline,Porcentagem do uso dos locais de trabalho alterados em relação à baseline,Mudança percentual residencial em relação à baseline
2020-02-15,7.0,5.0,11.0,10.0,8.0,0.0
2020-02-16,3.0,5.0,2.0,3.0,1.0,2.0
2020-02-17,0.0,0.0,1.0,8.0,19.0,-1.0
2020-02-18,1.0,0.0,2.0,9.0,17.0,-1.0
2020-02-19,3.0,0.0,5.0,10.0,16.0,-1.0
2020-02-20,11.0,10.0,12.0,16.0,19.0,-2.0
2020-02-21,8.0,14.0,19.0,23.0,17.0,-2.0
2020-02-22,2.0,10.0,70.0,25.0,-4.0,-1.0
2020-02-23,13.0,14.0,91.0,19.0,-2.0,0.0
2020-02-24,-21.0,-10.0,71.0,-21.0,-52.0,9.0
2020-02-25,-28.0,-29.0,61.0,-21.0,-62.0,8.0
2020-02-26,-18.0,-11.0,-14.0,-11.0,-22.0,6.0
2020-02-27,-4.0,2.0,-9.0,5.0,13.0,1.0
2020-02-28,-6.0,3.0,-16.0,2.0,14.0,2.0
2020-02-29,-5.0,4.0,-16.0,-4.0,5.0,4.0
2020-03-01,-11.0,5.0,-26.0,-6.0,-1.0,5.0
2020-03-02,-7.0,1.0,-12.0,3.0,16.0,1.0
2020-03-03,-4.0,1.0,-11.0,4.0,16.0,0.0
2020-03-04,0.0,3.0,-5.0,6.0,16.0,0.0
2020-03-05,4.0,6.0,-1.0,9.0,19.0,0.0
2020-03-06,8.0,13.0,-1.0,14.0,21.0,-2.0
2020-03-07,9.0,14.0,-2.0,8.0,8.0,1.0
2020-03-08,11.0,15.0,0.0,4.0,5.0,2.0
2020-03-09,3.0,6.0,3.0,11.0,22.0,-1.0
2020-03-10,3.0,6.0,1.0,11.0,18.0,-2.0
2020-03-11,4.0,5.0,1.0,11.0,17.0,-1.0
2020-03-12,5.0,7.0,2.0,11.0,19.0,-1.0
2020-03-13,7.0,11.0,3.0,16.0,21.0,-2.0
2020-03-14,3.0,9.0,5.0,6.0,8.0,1.0
2020-03-15,0.0,12.0,4.0,2.0,4.0,1.0
2020-03-16,-4.0,9.0,-5.0,4.0,18.0,0.0
2020-03-17,-13.0,10.0,-15.0,-4.0,9.0,2.0
2020-03-18,-19.0,10.0,-19.0,-13.0,-3.0,6.0
2020-03-19,-25.0,12.0,-25.0,-20.0,-9.0,9.0
2020-03-20,-37.0,7.0,-34.0,-29.0,-16.0,11.0
2020-03-21,-60.0,-14.0,-49.0,-46.0,-28.0,15.0
2020-03-22,-70.0,-32.0,-59.0,-57.0,-34.0,16.0
2020-03-23,-61.0,-26.0,-48.0,-53.0,-38.0,19.0
2020-03-24,-65.0,-31.0,-50.0,-56.0,-46.0,20.0
2020-03-25,-64.0,-31.0,-47.0,-56.0,-47.0,21.0
2020-03-26,-62.0,-27.0,-44.0,-56.0,-45.0,21.0
2020-03-27,-61.0,-22.0,-44.0,-54.0,-43.0,21.0
2020-03-28,-66.0,-24.0,-44.0,-54.0,-38.0,17.0
2020-03-29,-66.0,-29.0,-46.0,-57.0,-30.0,15.0
2020-03-30,-56.0,-26.0,-41.0,-52.0,-38.0,18.0
2020-03-31,-54.0,-19.0,-40.0,-50.0,-40.0,17.0
2020-04-01,-54.0,-19.0,-40.0,-50.0,-40.0,18.0
2020-04-02,-52.0,-15.0,-38.0,-49.0,-38.0,18.0
2020-04-03,-54.0,-11.0,-39.0,-48.0,-36.0,18.0
2020-04-04,-58.0,-10.0,-38.0,-47.0,-31.0,15.0
2020-04-05,-62.0,-19.0,-41.0,-52.0,-27.0,13.0
2020-04-06,-48.0,-12.0,-33.0,-45.0,-33.0,16.0
2020-04-07,-46.0,-7.0,-33.0,-44.0,-35.0,15.0
2020-04-08,-46.0,-6.0,-33.0,-44.0,-35.0,16.0
2020-04-09,-40.0,16.0,-28.0,-40.0,-36.0,14.0
2020-04-10,-75.0,-46.0,-46.0,-66.0,-73.0,27.0
2020-04-11,-54.0,2.0,-33.0,-44.0,-32.0,14.0
2020-04-12,-61.0,-17.0,-42.0,-50.0,-22.0,10.0
2020-04-13,-46.0,-14.0,-32.0,-44.0,-30.0,15.0
2020-04-14,-49.0,-16.0,-37.0,-46.0,-33.0,16.0
2020-04-15,-49.0,-14.0,-36.0,-45.0,-33.0,16.0
2020-04-16,-50.0,-5.0,-32.0,-40.0,-31.0,17.0
2020-04-17,-51.0,-2.0,-32.0,-37.0,-29.0,17.0
2020-04-18,-59.0,-9.0,-35.0,-42.0,-24.0,13.0
2020-04-19,-64.0,-16.0,-39.0,-51.0,-22.0,12.0
2020-04-20,-49.0,-4.0,-24.0,-42.0,-35.0,15.0
2020-04-21,-71.0,-37.0,-37.0,-61.0,-65.0,21.0
2020-04-22,-50.0,-10.0,-30.0,-40.0,-29.0,14.0
2020-04-23,-50.0,-10.0,-30.0,-40.0,-28.0,16.0
2020-04-24,-51.0,-6.0,-32.0,-39.0,-25.0,15.0
2020-04-25,-57.0,-8.0,-31.0,-40.0,-21.0,13.0
2020-04-26,-61.0,-15.0,-35.0,-47.0,-18.0,11.0
2020-04-27,-49.0,-14.0,-28.0,-39.0,-24.0,15.0
2020-04-28,-48.0,-10.0,-28.0,-38.0,-26.0,11.0
2020-04-29,-47.0,-10.0,-28.0,-38.0,-27.0,14.0
2020-04-30,-39.0,11.0,-21.0,-34.0,-23.0,12.0
2020-05-01,-68.0,-30.0,-32.0,-58.0,-63.0,22.0
2020-05-02,-54.0,-2.0,-24.0,-42.0,-23.0,12.0
2020-05-03,-60.0,-14.0,-32.0,-47.0,-16.0,9.0
2020-05-04,-43.0,-5.0,-25.0,-38.0,-21.0,13.0
2020-05-05,-43.0,-2.0,-26.0,-37.0,-23.0,13.0
2020-05-06,-41.0,1.0,-24.0,-35.0,-23.0,14.0
2020-05-07,-39.0,7.0,-27.0,-35.0,-22.0,14.0
2020-05-08,-36.0,18.0,-23.0,-29.0,-18.0,13.0
2020-05-09,-41.0,19.0,-24.0,-29.0,-12.0,10.0
2020-05-10,-53.0,8.0,-36.0,-37.0,3.0,7.0
2020-05-11,-39.0,-1.0,-24.0,-35.0,-19.0,13.0
2020-05-12,-41.0,-1.0,-26.0,-35.0,-21.0,13.0
2020-05-13,-42.0,-6.0,-27.0,-36.0,-22.0,14.0
2020-05-14,-42.0,-4.0,-28.0,-38.0,-21.0,13.0
2020-05-15,-42.0,5.0,-30.0,-34.0,-19.0,14.0
2020-05-16,-51.0,-1.0,-36.0,-39.0,-15.0,13.0
2020-05-17,-57.0,-9.0,-36.0,-45.0,-10.0,11.0
2020-05-18,-41.0,-6.0,-26.0,-37.0,-17.0,13.0
2020-05-19,-42.0,-6.0,-29.0,-37.0,-20.0,13.0
2020-05-20,-40.0,-1.0,-26.0,-35.0,-20.0,14.0
2020-05-21,-38.0,2.0,-24.0,-35.0,-19.0,14.0
2020-05-22,-40.0,7.0,-26.0,-33.0,-17.0,13.0
2020-05-23,-49.0,1.0,-31.0,-36.0,-12.0,11.0
2020-05-24,-62.0,-15.0,-48.0,-51.0,-13.0,12.0
2020-05-25,-38.0,-3.0,-27.0,-35.0,-17.0,14.0
2020-05-26,-39.0,-3.0,-28.0,-34.0,-18.0,13.0
2020-05-27,-38.0,-1.0,-25.0,-34.0,-18.0,13.0
2020-05-28,-36.0,3.0,-25.0,-33.0,-16.0,14.0
2020-05-29,-35.0,12.0,-24.0,-29.0,-13.0,13.0
