date,Porcentagem de varejo e recreação em relação à baseline,Porcentagem de compras de supermercado e farmácia em relação à baseline,Porcentagem de pessoas no parque em relação à baseline,Porcentagem do uso de estações de trânsito em relação à baseline,Porcentagem do uso dos locais de trabalho alterados em relação à baseline,Mudança percentual residencial em relação à baseline
2020-05-11,-65.0,-16.0,-61.0,-56.0,-33.0,16.0
2020-05-12,-65.0,-18.0,-57.0,-57.0,-36.0,16.0
2020-05-13,-65.0,-21.0,-57.0,-57.0,-36.0,16.0
2020-05-14,-67.0,-22.0,-60.0,-58.0,-38.0,16.0
2020-05-15,-71.0,-25.0,-69.0,-61.0,-38.0,19.0
2020-05-16,-69.0,-14.0,-71.0,-58.0,-29.0,16.0
2020-05-17,-77.0,-24.0,-76.0,-60.0,-22.0,17.0
2020-05-18,-66.0,-18.0,-63.0,-59.0,-34.0,17.0
2020-05-19,-65.0,-18.0,-58.0,-58.0,-36.0,16.0
2020-05-20,-65.0,-18.0,-59.0,-59.0,-38.0,17.0
2020-05-21,-65.0,-16.0,-58.0,-58.0,-38.0,17.0
2020-05-22,-66.0,-13.0,-62.0,-58.0,-35.0,18.0
2020-05-23,-72.0,-24.0,-75.0,-60.0,-31.0,17.0
2020-05-24,-79.0,-29.0,-80.0,-65.0,-24.0,18.0
2020-05-25,-65.0,-13.0,-62.0,-60.0,-35.0,17.0
2020-05-26,-63.0,-14.0,-58.0,-59.0,-35.0,16.0
2020-05-27,-63.0,-14.0,-56.0,-58.0,-35.0,16.0
2020-05-28,-62.0,-9.0,-54.0,-57.0,-35.0,16.0
2020-05-29,-62.0,1.0,-61.0,-54.0,-32.0,17.0
