date,Porcentagem de varejo e recreação em relação à baseline,Porcentagem de compras de supermercado e farmácia em relação à baseline,Porcentagem de pessoas no parque em relação à baseline,Porcentagem do uso de estações de trânsito em relação à baseline,Porcentagem do uso dos locais de trabalho alterados em relação à baseline,Mudança percentual residencial em relação à baseline
2020-04-14,-38.0,-12.0,-33.0,-44.0,-20.0,11.0
2020-04-15,-38.0,-8.0,-30.0,-43.0,-17.0,12.0
2020-04-16,-37.0,-7.0,-33.0,-42.0,-18.0,13.0
2020-04-17,-35.0,-5.0,-28.0,-39.0,-16.0,13.0
2020-04-18,-41.0,-7.0,-35.0,-39.0,-12.0,10.0
2020-04-19,-52.0,-15.0,-39.0,-51.0,-13.0,9.0
2020-04-20,-30.0,-3.0,-22.0,-41.0,-24.0,10.0
2020-04-21,-61.0,-30.0,-36.0,-64.0,-59.0,18.0
2020-04-22,-35.0,-9.0,-26.0,-39.0,-12.0,10.0
2020-04-23,-35.0,-9.0,-31.0,-38.0,-13.0,11.0
2020-04-24,-35.0,-8.0,-27.0,-37.0,-11.0,10.0
2020-04-25,-38.0,-6.0,-32.0,-36.0,-9.0,9.0
2020-04-26,-48.0,-14.0,-37.0,-47.0,-9.0,9.0
2020-04-27,-33.0,-11.0,-28.0,-37.0,-10.0,11.0
2020-04-28,-31.0,-9.0,-25.0,-37.0,-12.0,6.0
2020-04-29,-31.0,-6.0,-20.0,-36.0,-9.0,10.0
2020-04-30,-22.0,11.0,-17.0,-30.0,-10.0,7.0
2020-05-01,-59.0,-19.0,-33.0,-60.0,-59.0,17.0
2020-05-02,-33.0,2.0,-21.0,-37.0,-13.0,9.0
2020-05-03,-44.0,-9.0,-31.0,-46.0,-6.0,7.0
2020-05-04,-24.0,0.0,-17.0,-34.0,-9.0,9.0
2020-05-05,-21.0,4.0,-13.0,-32.0,-10.0,8.0
2020-05-06,-28.0,5.0,-26.0,-39.0,-10.0,12.0
2020-05-07,-18.0,15.0,-22.0,-30.0,-9.0,10.0
2020-05-08,-12.0,19.0,-8.0,-27.0,-6.0,9.0
2020-05-09,-12.0,24.0,-14.0,-22.0,-2.0,8.0
2020-05-10,-34.0,13.0,-37.0,-36.0,12.0,4.0
2020-05-11,-20.0,2.0,-19.0,-29.0,-8.0,8.0
2020-05-12,-31.0,-8.0,-37.0,-46.0,-15.0,12.0
2020-05-13,-30.0,-4.0,-32.0,-39.0,-12.0,12.0
2020-05-14,-26.0,1.0,-31.0,-34.0,-9.0,9.0
2020-05-15,-24.0,2.0,-24.0,-32.0,-7.0,10.0
2020-05-16,-28.0,4.0,-29.0,-31.0,-4.0,9.0
2020-05-17,-41.0,-6.0,-39.0,-46.0,-1.0,9.0
2020-05-18,-25.0,-4.0,-27.0,-33.0,-6.0,10.0
2020-05-19,-24.0,-3.0,-23.0,-34.0,-7.0,9.0
2020-05-20,-26.0,2.0,-20.0,-30.0,-5.0,10.0
2020-05-21,-25.0,4.0,-26.0,-30.0,-6.0,10.0
2020-05-22,-33.0,-3.0,-37.0,-35.0,-7.0,11.0
2020-05-23,-34.0,6.0,-44.0,-36.0,-6.0,11.0
2020-05-24,-46.0,-5.0,-48.0,-49.0,-3.0,11.0
2020-05-25,-25.0,2.0,-31.0,-32.0,-5.0,11.0
2020-05-26,-25.0,0.0,-28.0,-33.0,-6.0,10.0
2020-05-27,-27.0,1.0,-25.0,-32.0,-3.0,11.0
2020-05-28,-26.0,4.0,-30.0,-30.0,-4.0,10.0
2020-05-29,-22.0,9.0,-25.0,-28.0,-2.0,11.0
