date,Porcentagem de varejo e recreação em relação à baseline,Porcentagem de compras de supermercado e farmácia em relação à baseline,Porcentagem de pessoas no parque em relação à baseline,Porcentagem do uso de estações de trânsito em relação à baseline,Porcentagem do uso dos locais de trabalho alterados em relação à baseline,Mudança percentual residencial em relação à baseline
2020-05-11,-54.0,-12.0,-50.0,-64.0,-36.0,15.0
2020-05-12,-55.0,-17.0,-54.0,-64.0,-38.0,15.0
2020-05-13,-57.0,-22.0,-50.0,-65.0,-38.0,16.0
2020-05-14,-53.0,-18.0,-46.0,-65.0,-37.0,14.0
2020-05-15,-57.0,-17.0,-55.0,-66.0,-34.0,17.0
2020-05-16,-60.0,-18.0,-61.0,-68.0,-24.0,14.0
2020-05-17,-70.0,-22.0,-64.0,-80.0,-16.0,14.0
2020-05-18,-56.0,-21.0,-53.0,-68.0,-37.0,16.0
2020-05-19,-60.0,-30.0,-62.0,-69.0,-40.0,17.0
2020-05-20,-58.0,-24.0,-56.0,-67.0,-40.0,17.0
2020-05-21,-50.0,-10.0,-46.0,-63.0,-37.0,15.0
2020-05-22,-69.0,-38.0,-59.0,-74.0,-54.0,21.0
2020-05-23,-58.0,-13.0,-60.0,-67.0,-23.0,14.0
2020-05-24,-68.0,-18.0,-65.0,-80.0,-13.0,14.0
2020-05-25,-65.0,-32.0,-49.0,-76.0,-51.0,19.0
2020-05-26,-50.0,-12.0,-49.0,-62.0,-36.0,14.0
2020-05-27,-51.0,-13.0,-45.0,-63.0,-35.0,15.0
2020-05-28,-54.0,-19.0,-51.0,-64.0,-36.0,16.0
2020-05-29,-50.0,-4.0,-49.0,-61.0,-30.0,15.0
