date,Porcentagem de varejo e recreação em relação à baseline,Porcentagem de compras de supermercado e farmácia em relação à baseline,Porcentagem de pessoas no parque em relação à baseline,Porcentagem do uso de estações de trânsito em relação à baseline,Porcentagem do uso dos locais de trabalho alterados em relação à baseline,Mudança percentual residencial em relação à baseline
2020-05-18,-46.0,-14.0,-45.0,-52.0,-21.0,14.0
2020-05-19,-47.0,-16.0,-50.0,-52.0,-22.0,14.0
2020-05-20,-49.0,-9.0,-68.0,-52.0,-23.0,15.0
2020-05-21,-48.0,-6.0,-68.0,-50.0,-23.0,16.0
2020-05-22,-51.0,-3.0,-72.0,-48.0,-20.0,15.0
2020-05-23,-57.0,-7.0,-76.0,-52.0,-15.0,12.0
2020-05-24,-66.0,-18.0,-80.0,-62.0,-15.0,13.0
2020-05-25,-53.0,-15.0,-74.0,-52.0,-24.0,17.0
2020-05-26,-49.0,-10.0,-68.0,-52.0,-20.0,14.0
2020-05-27,-47.0,-8.0,-67.0,-50.0,-21.0,15.0
2020-05-28,-48.0,-5.0,-69.0,-51.0,-21.0,15.0
2020-05-29,-48.0,6.0,-71.0,-46.0,-18.0,15.0
