date,Porcentagem de varejo e recreação em relação à baseline,Porcentagem de compras de supermercado e farmácia em relação à baseline,Porcentagem de pessoas no parque em relação à baseline,Porcentagem do uso de estações de trânsito em relação à baseline,Porcentagem do uso dos locais de trabalho alterados em relação à baseline,Mudança percentual residencial em relação à baseline
2020-05-12,-61.0,-19.0,-65.0,-56.0,-43.0,20.0
2020-05-13,-61.0,-17.0,-67.0,-56.0,-43.0,20.0
2020-05-14,-63.0,-20.0,-68.0,-58.0,-43.0,20.0
2020-05-15,-63.0,-16.0,-73.0,-58.0,-43.0,23.0
2020-05-16,-63.0,-12.0,-73.0,-51.0,-30.0,17.0
2020-05-17,-69.0,-20.0,-76.0,-56.0,-24.0,16.0
2020-05-18,-58.0,-15.0,-66.0,-54.0,-38.0,19.0
2020-05-19,-60.0,-19.0,-65.0,-55.0,-42.0,20.0
2020-05-20,-58.0,-11.0,-65.0,-54.0,-41.0,19.0
2020-05-21,-59.0,-12.0,-61.0,-54.0,-40.0,21.0
2020-05-22,-56.0,-8.0,-62.0,-51.0,-37.0,20.0
2020-05-23,-61.0,-10.0,-68.0,-48.0,-26.0,16.0
2020-05-24,-74.0,-26.0,-84.0,-61.0,-29.0,17.0
2020-05-25,-56.0,-11.0,-65.0,-52.0,-36.0,18.0
2020-05-26,-58.0,-15.0,-63.0,-53.0,-39.0,18.0
2020-05-27,-56.0,-9.0,-64.0,-52.0,-38.0,18.0
2020-05-28,-57.0,-9.0,-62.0,-52.0,-37.0,19.0
2020-05-29,-51.0,2.0,-60.0,-46.0,-33.0,18.0
