0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,5,5,6,6,6,6,8,9,9,10,10,11,14,18,23,26,28,32,34,42,42,69,73,92,110,128,160,199,223,223,250,290,328,364,393,413,433,502,585,654,705,756,861,943,1098,1222,1263,1302,1398,1460,1612,1686,1794,1919,1963,2043,2413,2499,2659,2774,3109,3201,3268,3493,3862,4252,4502,4743,4942,5172,5477,5714,6459,6862,7701,8110,8626,9220,9850,10547,11224,11710,11865,12180,13010,13567,13804,14353,14952,15181,15827,16499,17424,18173,19271,19735,19820,20406,21251,21523,21970,22241,22957,23479,23921,24564,25067,25402,26000,26496,26728,27050,27528,27917,28654,29117,29117,29117,29801,30642,32944,34080,34873,35573
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,11,11,17,21,23,24,25,25,34,42,42,43,45,46,46,48,50,50,58,62,70,72,77,90,99,101,115,135,142,163,176,195,214,227,234,258,279,301,317,354,404,487,553,658,733,817,943,1014,1177,1335,1447,1460,1590,1694,1740,1785,1867,1997,2234,2482,2817,3103,3343,3867,4160,4501,4781,5251,5600,5841,6072,6219,6326,6465,6679,7021,7284,7525,7983,8128,8457,8746,9091,9295,9534,9642,9771,10003,10339,10664,10987,11263,11381,11539,11810,12022,12304,12644,12913,13058,13146,13253,13715,14048,14112,14487,14622,14688,14941,15167,15465,15768,16080,16190,16260,16479,16672,16865,16965,17202,17295,17462,17700,17979,18157,18393,18657
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,7,11,26,32,47,54,67,81,111,140,151,175,200,229,260,311,417,532,636,804,899,981,1050,1206,1275,1484,1554,1719,1809,1897,2044,2160,2270,2479,2888,3194,3635,3833,3928,4337,4801,5254,5723,6062,6683,7313,8109,9243,10099,10727,11925,12599,12919,14168,15816,17181,18392,19677,20328,20913,22132,23704,25367,27038,28802,29867,30282,31949,33508,36146,38909,40560,41378,41774,43195,44347,46473,47666,48785,49269,49817,51234,52849,53989,55111,56026,56506,56777,58018,59547,60736,61683,62902,63410,63731,65073,66764,67267,68220,69022,69649,69893,70823,72284,73530,74537,75945,76014,76427,79167,80082,81318,82507,83230,83526,84412,85800,86944,88025,88822,90534,90913,91389,92164,92721,94219,95424,96094
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8,8,10,12,16,16,16,16,26,30,37,42,42,42,49,52,63,75,79,83,113,114,142,164,201,222,244,247,280,297,304,345,401,407,425,425,452,519,602,668,740,806,869,932,1020,1124,1202,1290,1295,1411,1411,1500,1589,1706,1791,1882,1988,2067,2146,2306,2439,2439,2564,2682,2959,3098,3299,3475,3692,3850,4143,4143,4831,5238,5529,5768,6056,6347,6594,6712,6842,6875,6881,6935,7150,7421,7650,8037,8120,8188,10340,10803,11872,12911,13078,14341,14459,14641,15153,17583,18323,18769,18922,18948,19088,19284,20154,21220,21849,22225,22627,22968,23681,24397,25007,25373,25467,25686,25985,26954,27932,28874,29394,29829
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,5,5,7,13,16,18,20,26,34,41,49,75,82,86,123,154,167,169,217,237,259,310,384,487,557,627,641,685,902,1026,1195,1267,1579,1745,2070,2219,2319,2586,2999,3359,3727,3920,4262,4756,5524,5935,6519,7018,7348,8069,9059,10344,11479,12638,13464,14201,15467,17177,18929,20532,22697,24125,24815,27366,29882,31671,35132,37296,37859,37961,40014,43652,46473,49473,53860,53860,54271,57570,60636,63405,65151,66328,68510,69224,71243,74192,76623,80072,82881,84654,86020,88636,91708,94036,96472,99313,100443,101207,103206,105853,108067,110411,112531,113811,114535,116152,118744,120731,122674,124934,125714,126509,128570,130834,133039,135164,136947,137484,138396,140393,142358,144467,146252,147923,148463
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,4,8,8,10,11,12,19,29,32,39,51,107,128,166,193,237,244,308,342,362,375,400,416,435,466,492,555,648,689,821,842,918,1016,1080,1121,1187,1482,1733,1931,2046,2199,2322,2493,2613,2671,2910,3005,3428,3630,3834,3952,4023,4310,4549,5188,5655,6091,6353,6584,6967,7619,8152,8469,9313,9602,9890,10511,11107,11551,12327,12773,13045,13294,13771,14623,15166,15683,16322,16512,16813,18024,18618,19387,19922,21574,21840,24862,26437,26919,27415,27662,27901,27985,28253,28492,28927,29153,29574,29809,29883,30004,30294,30524,30763,31080,31279,31364,31552,31885,32408,33004,33436,33585,33705,34145,34405,34660,34838,35026,35162
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,7,7,7,8,9,9,10,11,12,12,12,13,16,17,19,19,23,23,23,25,26,26,27,29,31,32,33,34,35,37,37,43,50,58,67,79,116,137,164,191,246,267,303,351,423,494,573,688,747,828,932,1029,1179,1279,1279,1496,1646,1809,1976,2205,2430,2430,2591,2696,2858,3023,3277,3611,3981,4176,4345,4483,4698,4881,5505,5644,5644,6052,6257,6529,6744,6931,6972,7137,7309,7573,7774,7956,8203,8354,8477,8766,9098,9425,9681,9966,10228,10359,10764,11222,11454,11736,12282,12476,12640,13004,13440,13845,14509,14939,15132,15307,15723,16031,16672,16954,17209,17773,17898,18354,18850,19423,19965,20920,20920
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,8,8,8,10,13,15,21,30,51,70,80,87,95,132,171,229,272,293,344,398,445,478,630,695,797,1040,1205,1320,1410,1604,1757,1951,2105,2223,2410,2528,2804,3190,3506,3805,4040,4227,4530,5028,5389,5909,6765,7599,8144,8526,9112,9801,10739,11592,12492,13238,14198,15114,16058,17212,18767,21191,22786,24278,26145,27979,30482,32620,34639,35297,36625,38174,40629,43313,45470,47593,48537,49371,52069,53508,55680,57605,58859,59850,60592,62711,64735,66091,68500,69673,70059,70689,72021,73314,74925,76698,78115,78512,78969,80451,83256,86025,88214,89057,89714,90251,92088,92939,95323,96718,98398,98952,99830,101467,102469,104126,105183,106092,106325,106906,108154,109731,111488,112683,113563
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,6,8,9,9,10,11,14,18,18,19,19,22,24,24,26,31,38,40,41,44,51,58,75,91,102,123,144,158,186,206,217,256,297,331,364,408,454,513,600,665,742,784,875,949,1051,1131,1233,1278,1332,1443,1612,1784,1905,2085,2252,2287,2440,2637,2852,3074,3258,3390,3550,3720,3966,4243,4503,4745,4931,5119,5506,5828,6064,6717,7105,7478,7621,7927,8359,8823,9337,9825,10153,10357,10881,11559,12099,12567,13813,14264,14476,15269,16227,17080,18023,18665,19158,19753,20422,22059,23307,24376,25561,26079,26511,27514,28411,29745,31269,32465,32963,33359,34156,35445,36542,37057,38568,39296,39606,40276,41815,43179,44349,45389,46044
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19,24,68,84,125,164,185,211,237,282,322,359,382,401,445,565,658,745,963,1046,1189,1394,1445,1558,1668,1747,1936,2072,2292,2412,2747,3062,3308,3487,3716,4116,4702,5121,5667,6260,6783,6985,7411,7861,8000,8309,8379,11040,11470,12310,13888,15134,15879,16692,17599,18412,19156,21077,23059,23795,24255,26363,28112,30560,31413,34573,35122,35595,36185,37021,37275,37821,38395,47822,48489,50504,54683,56056,59795,62176,63575,64271,66218,69023,71947,74692,75784,76429,76833,79853,82169,85606,88132,90441,92397,92866,94708,98055,99578,103118,105270,107064,107593,108225,110483,114038,116519,118311,121464,121986,123394,126142,129598,131324,134610,136001,136790,137234,139437,141832,144058,146064,146972,147378,147818,151072,154381,156265,159953,161844
